SeqNum,St Name,Town,Month,Date,Time,Grade,Zone,Dogfoul,Vandalism,Graffiti,Weeds,Detritus,Fly Posting,Bin Count,Number Overflowing,Smoking,Drinks,Confectionery,Fast Food,Pedestrian Individual,Business,Domestic,Construction,Animal Faeces,Other,Comments
1,Wester Coates Terrace,Edinburgh,April,4/28/2010,7:15,A,3,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,No litter but heavy detritus
2,Saughton Park,Edinburgh,April,4/28/2010,9:25,B,3,1,1,1,3,3,1,0,0,0,1,1,0,1,0,0,0,0,0,
3,Carrick Knowe Rd,Edinburgh,April,4/28/2010,9:40,B,3,2,1,1,3,3,1,0,0,0,1,0,0,1,0,0,1,1,0,Construction waste at Drway number 73
4,Carrick Knowe Rd,Edinburgh,April,4/28/2010,9:50,C,3,2,1,1,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0,Dog fouling
5,Belgrave Rd,Edinburgh,April,4/28/2010,10:10,C,3,1,1,1,4,4,1,0,0,1,0,1,0,1,0,0,0,0,0,
6,Belgrave Rd,Edinburgh,April,4/28/2010,10:15,B,3,1,1,1,3,4,1,0,0,1,1,1,0,1,0,0,0,0,0,
7,Barony Terrace,Edinburgh,April,4/28/2010,10:30,B,2,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
8,Barony Terrace,Edinburgh,April,4/28/2010,10:40,B,2,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,
9,Bramble Dr,Edinburgh,April,4/28/2010,10:55,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,I x crisp bag and 1 x cigarette end
10,Braehead Rd,Edinburgh,April,4/28/2010,11:15,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,
11,Braehead Rd,Edinburgh,April,4/28/2010,11:20,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
12,Crammond Crescent,Edinburgh,April,4/28/2010,11:30,B,3,1,1,2,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0,
13,Kirk Crammond,Edinburgh,April,4/28/2010,11:40,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Wildlife trust - area cleaned by task force
14,Bughtlin Dr,Edinburgh,April,4/28/2010,11:50,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,
15,North Bughtlin Pl,Edinburgh,April,4/28/2010,12:00,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
16,Turnhouse Rd,Edinburgh,April,4/28/2010,12:15,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
17,Turnhouse Rd,Edinburgh,April,4/28/2010,12:20,C,4,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,1,Wind blown litter from adjacent premises/business
18,Gogarloch Bank,Edinburgh,April,4/28/2010,12:50,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,
19,Fairview Rd,Edinburgh,April,4/28/2010,13:00,B,4,1,1,1,3,2,1,0,0,0,1,1,0,1,0,0,0,0,0,
20,Hillwood Rd,Edinburgh,April,4/28/2010,13:10,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
21,Queen Anne Dr,Edinburgh,April,4/28/2010,13:20,D,3,1,1,1,3,3,1,0,0,1,1,1,1,1,1,0,1,0,0,Dumped pallet and barriers + windblown litter
22,Queen Anne Dr,Edinburgh,April,4/28/2010,13:30,C,3,1,1,1,3,3,1,0,0,0,1,1,1,1,1,1,0,0,0,Windblown litter
23,Scotstoun Avenue,Edinburgh,April,4/28/2010,13:50,B,3,1,1,1,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,Spillage from overblown wheelie bin
24,Burgess Rd,Edinburgh,April,4/28/2010,14:05,B,3,1,1,1,2,3,1,0,0,1,1,1,0,1,0,0,0,0,0,
25,Ashburnham Gardens,Edinburgh,April,4/28/2010,14:10,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0,
26,Brighouse Park Cross,Edinburgh,April,4/28/2010,14:30,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,No litter/weeds in St
27,Torphican St,Edinburgh,April,4/26/2010,11:15,A,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
28,Randolph Crescent,Edinburgh,April,4/26/2010,11:05,B,1,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
29,Ramsay Gardens,Edinburgh,April,4/26/2010,10:45,B,1,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,1,1,0,
30,Lauriston Pl,Edinburgh,April,4/26/2010,11:23,B,1,2,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,1,0,
31,Gayfield Square,Edinburgh,April,4/26/2010,14:05,B,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,St in good order bar few cigarette ends
32,Grosvenor Gardens,Edinburgh,April,4/26/2010,13:20,B,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,Generally in good order bar few cigarette ends & sweet wrapper
33,North West Circus Pl,Edinburgh,April,4/26/2010,13:48,A,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Very clean with no detritus
34,West Port,Edinburgh,April,4/26/2010,11:30,B,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,West port taken as Cordiners Land as this falls into private dev
35,Grassmarket,Edinburgh,April,4/26/2010,11:45,B,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,Cigarette ends and food plastic carton
36,Leamingston Terrace,Edinburgh,April,4/26/2010,8:35,B,2,1,1,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,Graffiti on utility box 
37,South Oswald Rd,Edinburgh,April,4/26/2010,9:20,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Very clean no litter/detritus/weeds
38,Cameron Park,Edinburgh,April,4/26/2010,6:40,B,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,Fast food carton
39,Little Rd,Edinburgh,April,4/26/2010,11:00,B,3,1,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,
40,Cluny Dr,Edinburgh,April,4/26/2010,7:40,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
41,Moredunvale Way,Edinburgh,April,4/26/2010,10:10,B,3,2,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,"Dog fouling in channel,cigarette ends"
42,Mayfield Terrace,Edinburgh,April,4/26/2010,7:30,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
43,Millar Pl,Edinburgh,April,4/26/2010,7:55,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
44,Gillsland Park,Edinburgh,April,4/26/2010,8:15,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,Sweet wrappers and drinks can
45,Lady Rd,Edinburgh,April,4/26/2010,6:50,B,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,"Paper wrapper, drink carton back of pavement"
46,Murdonevale grove,Edinburgh,April,4/26/2010,9:55,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
47,Wilton Rd,Edinburgh,April,4/26/2010,7:15,B,3,1,1,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0,
48,Hyvot Mill Dr,Edinburgh,April,4/26/2010,10:25,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
49,Cameron Toll Lade,Edinburgh,April,4/26/2010,7:00,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
50,Carnbee Crescent,Edinburgh,April,4/26/2010,10:40,B,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Dog fouling on pavement
51,Marshall St,Edinburgh,April,4/26/2010,8:25,B,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,
52,Summerhall Square,Edinburgh,April,4/26/2010,8:55,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,
53,Melville Terrace,Edinburgh,April,4/26/2010,8:45,B,2,2,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,Small litter present at back of pavement/
54,Murrayburn Rd,Edinburgh,April,4/14/2010,9:00,B,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,
55,Murrayburn Rd,Edinburgh,April,4/14/2010,9:10,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
56,Wheatfield Terrace,Edinburgh,April,4/14/2010,9:20,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,Some leaves/weeds
57,Lewis Terrace,Edinburgh,April,4/14/2010,9:40,B,2,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,
58,Gardners Crescent ,Edinburgh,April,4/14/2010,9:05,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,
59,Shnadon St,Edinburgh,April,4/14/2010,9:30,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
60,Cowan Rd,Edinburgh,April,4/14/2010,9:50,B,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,
61,Meggetland Wynd,Edinburgh,April,4/14/2010,10:00,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Small amount of detritus
62,Firrhill Dr,Edinburgh,April,4/14/2010,10:15,C,3,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0,Litter accumulations on pavement
63,Oxgangs St,Edinburgh,April,4/14/2010,10:25,C,3,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0,Grassed area littered
64,Oxgangs Row,Edinburgh,April,4/14/2010,10:35,B,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,Cigarette ends in channel
65,Caiystane Dr,Edinburgh,April,4/14/2010,10:45,B,3,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,Small amount of detritus
66,Buckstone Terrace,Edinburgh,April,4/14/2010,11:00,B,3,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,
67,Otterburn Park,Edinburgh,April,4/14/2010,11:15,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
68,Munro Dr,Edinburgh,April,4/14/2010,11:25,B,3,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,
69,Pentland Pl,Edinburgh,April,4/14/2010,11:35,B,3,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0,
70,Mansfield Rd,Edinburgh,April,4/14/2010,11:45,B,3,1,1,1,1,2,1,0,0,0,1,1,1,1,0,0,0,0,0,Sweet wrapper and drink can
71,Deanpark ,Edinburgh,April,4/14/2010,11:55,B,3,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,
72,Redhall Rd,Edinburgh,April,4/14/2010,12:10,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Clean St
73,Parkhead View,Edinburgh,April,4/14/2010,12:20,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,"Cigarette ends,drinks carton"
74,West fairbrae crescent,Edinburgh,April,4/14/2010,12:45,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
75,Wilkieston Rd Ratho,Edinburgh,April,4/14/2010,16:30,B,3,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,
76,Moray Park Terrace,Edinburgh,April,4/14/2010,13:40,C,3,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0,Some litter could be windblown from recycling site opposite
77,Fishwives Causeway,Edinburgh,April,4/14/2010,13:40,B,3,1,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0,Weeds
78,Sydney Pl,Edinburgh,April,4/14/2010,15:36,B,3,2,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0,Concrete pavements damaged
79,Bath St Ln,Edinburgh,April,4/14/2010,6:00,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,High presence of cigarette ends o/s bookmakers rear entrance
80,Bellfield Ln,Edinburgh,April,4/14/2010,7:40,B,2,1,1,1,2,3,1,0,0,1,1,0,1,1,0,0,0,0,0,
81,Bellfield St,Edinburgh,April,4/14/2010,10:19,C,2,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0,Fast food carrier bags on pavement o/s partobello swim pool
82,Eastfield,Edinburgh,April,4/14/2010,12:00,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
83,Castlepark Gait,Edinburgh,April,4/14/2010,13:12,C,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,0,0,
84,Old Church Ln,Edinburgh,April,4/14/2010,16:19,B,3,1,1,1,2,3,1,0,0,1,1,1,0,1,0,0,0,0,0,Accumulations of litter in St
85,Abercorn Dr,Edinburgh,April,4/14/2010,6:28,B,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0,Potholes in Rd and overhanging branches
86,Abercorn Grove,Edinburgh,April,4/14/2010,8:09,B,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,1,0,0,Builders skip at number 5 construction waste on pavement
87,Salamander Yards,Edinburgh,April,4/29/2010,11:18,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,Small pieces of wood
88,Pattison St,Edinburgh,April,4/29/2010,11:24,C,2,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,
89,Duncan Pl,Edinburgh,April,4/29/2010,11:36,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
90,Academy St,Edinburgh,April,4/29/2010,11:45,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
91,East hermitage,Edinburgh,April,4/29/2010,11:53,B,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,
92,Albion Pl,Edinburgh,April,4/29/2010,12:05,B,2,1,1,1,1,1,2,0,0,1,1,1,0,1,0,0,0,0,0,
93,Kirk St,Edinburgh,April,4/29/2010,12:15,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
94,Parliament St,Edinburgh,April,4/29/2010,12:20,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
95,Sandport St,Edinburgh,April,4/29/2010,12:27,B,2,1,1,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,
96,Carfae park,Edinburgh,April,4/29/2010,12:36,B,3,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0,
97,Carfrae Rd,Edinburgh,April,4/29/2010,12:43,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,
98,Ferrt Gait Dr,Edinburgh,April,4/29/2010,12:50,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
99,East Pilton Farm Wynd,Edinburgh,April,4/29/2010,12:55,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
100,Granton Terrace,Edinburgh,April,4/29/2010,13:03,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0,
101,Primrose Bank Rd,Edinburgh,April,4/29/2010,13:10,B,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0,Cigarette ends only
102,Beresford Pl,Edinburgh,April,4/29/2010,13:14,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
103,Beresford Terrace,Edinburgh,April,4/29/2010,13:25,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,Broke wood/cardboard
104,Craighall Avenue,Edinburgh,April,4/29/2010,13:36,B,3,1,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0,
105,Annfield St,Edinburgh,April,4/29/2010,13:49,B,2,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,
106,Dudley Grove,Edinburgh,April,4/29/2010,12:53,B,3,1,1,1,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
107,Bonnington Avenue,Edinburgh,April,4/29/2010,13:05,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,Plastic pieces in channel
108,Marshall St,Edinburgh,June,4/26/2010,8:25,B,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,
109,Summerhall Square,Edinburgh,June,4/26/2010,8:55,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,
110,Melville Terrace,Edinburgh,June,4/26/2010,8:45,B,2,2,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,Small litter present at back of pavement/
111,Bellevue Crescent,Edinburgh,June,6/9/2010,13:10,B,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,
112,Dublin St,Edinburgh,June,6/9/2010,13:25,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
113,South Gayfield Ln,Edinburgh,June,6/9/2010,13:40,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
114,Waverley Park,Edinburgh,June,6/9/2010,13:55,B,2,2,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,1,0,
115,Bulls Close,Edinburgh,June,6/9/2010,14:40,B,1,2,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,1,0,
116,Cockburn St,Edinburgh,June,6/9/2010,14:25,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
117,Spittal St,Edinburgh,June,6/9/2010,14:40,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
118,Chuckie Pend,Edinburgh,June,6/9/2010,14:55,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
119,Conference Square,Edinburgh,June,6/9/2010,15:10,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
120,Tytler Court,Edinburgh,June,6/10/2010,9:30,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,
121,Pennywell Gardens,Edinburgh,June,6/24/2010,12:00,C,3,1,1,2,3,3,1,0,0,1,1,0,0,1,0,0,0,0,0,
122,Ferry Gair Dr,Edinburgh,June,6/24/2010,9:57,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,
123,Easter Drylaw,Edinburgh,June,6/24/2010,10:03,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0,
124,Easter Drylaw Grove,Edinburgh,June,6/24/2010,10:08,B,3,1,1,1,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,
125,Hillpark Terrace,Edinburgh,June,6/24/2010,10:18,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,
